survey_id,response_id,registered,propensity,pres,gov,sen,party_reg,gender,age,hisp,race,educ,pres16,house18,county
SV_6tbzcMgiF3B4MxD,R_DMgsSxsIsfzYo6J,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Roy Cooper, the Democrat","Cal Cunningham, the Democrat",Democratic,Female,45,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Mecklenburg
SV_6tbzcMgiF3B4MxD,R_1LnvRS4Vl2GzXlk,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Roy Cooper, the Democrat","Cal Cunningham, the Democrat",Democratic,Male,35,No,Black or African American,High school degree or equivalent (e.g. GED),"Hillary Clinton, the Democrat",The Democratic party candidate,Durham
SV_6tbzcMgiF3B4MxD,R_3oLb4sKExrQKCNh,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Roy Cooper, the Democrat",Undecided,Unaffiliated,Female,32,No,White,"Master's degree (e.g. MA, MS, MEd)","Donald Trump, the Republican",Unsure / Don't remember,Onslow
SV_6tbzcMgiF3B4MxD,R_ykznem1hSRqVPe9,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Roy Cooper, the Democrat","Cal Cunningham, the Democrat",Democratic,Male,69,No,White,High school degree or equivalent (e.g. GED),"Hillary Clinton, the Democrat",The Democratic party candidate,Caldwell
SV_6tbzcMgiF3B4MxD,R_23ehwZxIwPa7mlR,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Dan Forest, the Republican","Cal Cunningham, the Democrat",Republican,Female,50,No,White,"Master's degree (e.g. MA, MS, MEd)","Donald Trump, the Republican",The Republican party candidate,Durham
SV_6tbzcMgiF3B4MxD,R_2QX9htGxSLzFNs6,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Roy Cooper, the Democrat","Cal Cunningham, the Democrat",Unaffiliated,Female,29,No,Black or African American,"Some college, no degree","Hillary Clinton, the Democrat",The Republican party candidate,Wake
SV_6tbzcMgiF3B4MxD,R_1NsSIGseE3ZXi8c,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Dan Forest, the Republican","Cal Cunningham, the Democrat",Republican,Male,33,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Davidson
SV_6tbzcMgiF3B4MxD,R_eYjr894GHbYvU1H,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Roy Cooper, the Democrat","Cal Cunningham, the Democrat",Unaffiliated,Female,37,No,White,"Master's degree (e.g. MA, MS, MEd)","Hillary Clinton, the Democrat",The Democratic party candidate,Mecklenburg
SV_6tbzcMgiF3B4MxD,R_22KR7Q2R7F1Xr4w,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Dan Forest, the Republican","Thom Tillis, the Republican",Republican,Female,34,No,White,"Master's degree (e.g. MA, MS, MEd)","Donald Trump, the Republican",The Republican party candidate,Catawba
SV_6tbzcMgiF3B4MxD,R_2eW0Dcmcl8lKJew,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Dan Forest, the Republican","Thom Tillis, the Republican",Unaffiliated,Female,50,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",Did not vote,Wake
SV_6tbzcMgiF3B4MxD,R_byhDCaJNeAhpy8N,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Dan Forest, the Republican","Thom Tillis, the Republican",Other,Male,64,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Alexander
SV_6tbzcMgiF3B4MxD,R_1IYNuazithcU6s5,No,I am 100% certain I will vote,Undecided,"Roy Cooper, the Democrat",Undecided,Unaffiliated,Male,45,No,Black or African American,"Some college, no degree","Donald Trump, the Republican",The Democratic party candidate,Mecklenburg
SV_6tbzcMgiF3B4MxD,R_2azsjX1Su08KjO5,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Roy Cooper, the Democrat","Cal Cunningham, the Democrat",Democratic,Male,60,No,Black or African American,"Associate degree (e.g. AA, AS)","Hillary Clinton, the Democrat",The Democratic party candidate,Lenoir
SV_6tbzcMgiF3B4MxD,R_2QKW72gZQyuWe6P,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Roy Cooper, the Democrat","Cal Cunningham, the Democrat",Unaffiliated,Male,21,No,White,High school degree or equivalent (e.g. GED),Did not vote,Did not vote,Cumberland
SV_6tbzcMgiF3B4MxD,R_1Du0ZMAuewzkrn8,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Roy Cooper, the Democrat","Cal Cunningham, the Democrat",Democratic,Male,35,No,White,High school degree or equivalent (e.g. GED),"Hillary Clinton, the Democrat",The Democratic party candidate,Rowan
SV_6tbzcMgiF3B4MxD,R_sHlMP7SqHX86E8N,Yes,I am likely to vote,Undecided,"Dan Forest, the Republican",,Unaffiliated,Male,51,Yes,Black or African American,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Union
SV_6tbzcMgiF3B4MxD,R_3ffmu6PGFABxh3F,No,50/50,"Donald Trump, the Republican",Some other candidate,Undecided,Democratic,Female,26,No,American Indian or Alaska Native,"Master's degree (e.g. MA, MS, MEd)",Someone else,The Democratic party candidate,Northampton
SV_6tbzcMgiF3B4MxD,R_0DjKQ3lmp5eEA6J,Yes,I will probably not vote,Undecided,"Roy Cooper, the Democrat",Undecided,Democratic,Male,44,No,White,"Master's degree (e.g. MA, MS, MEd)",Did not vote,Did not vote,Mecklenburg
SV_6tbzcMgiF3B4MxD,R_pS3GZuTo5qFpFVT,Yes,I am likely to vote,"Donald Trump, the Republican",Some other candidate,Some other candidate,Republican,Female,33,Yes,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Washington
SV_6tbzcMgiF3B4MxD,R_2BtAdfpSR9uwVgg,Yes,I am likely to vote,"Joe Biden, the Democrat","Roy Cooper, the Democrat","Cal Cunningham, the Democrat",Democratic,Male,42,No,American Indian or Alaska Native,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Richmond
SV_6tbzcMgiF3B4MxD,R_2sU9cXPYOJZJX82,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Dan Forest, the Republican","Thom Tillis, the Republican",Other,Female,67,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Wake
