survey_id,response_id,registered,propensity,pres,sen,gov,party_reg,age,gender,hisp,race,educ,pres16,house18,county
SV_3WunfJOVGncwpE1,R_UGskWnOKw8YWZeF,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,35,Male,No,White,High school degree or equivalent (e.g. GED),"Hillary Clinton, the Democrat",The Democratic party candidate,Rowan
SV_3WunfJOVGncwpE1,R_1gA8mjNTqnE5UYK,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Unaffiliated,50,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Republican party candidate,Wake
SV_3WunfJOVGncwpE1,R_1jCDQcbZA6ldyHx,Yes,I am likely to vote,Some other candidate,"Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,26,Male,No,Black or African American,"Bachelor's degree (e.g. BA, BS)",Did not vote,The Democratic party candidate,Halifax
SV_3WunfJOVGncwpE1,R_2wAbOiXQhc3zpu1,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,37,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Democratic party candidate,Richmond
SV_3WunfJOVGncwpE1,R_2s5Quvk2JwzMTP0,Yes,I am likely to vote,Some other candidate,Undecided,"Roy Cooper, the Democrat",Unaffiliated,22,Male,No,Black or African American,"Bachelor's degree (e.g. BA, BS)",Did not vote,The Democratic party candidate,Orange
SV_3WunfJOVGncwpE1,R_31tuuHuGa0Y18AD,Not sure,I am 100% certain I will vote,Undecided,"Thom Tillis, the Republican",Undecided,Unaffiliated,32,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Did not vote,Did not vote,Wake
SV_3WunfJOVGncwpE1,R_3izeCk4hRJjDC9U,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,27,Female,No,Black or African American,"Associate degree (e.g. AA, AS)","Hillary Clinton, the Democrat",The Democratic party candidate,Guilford
SV_3WunfJOVGncwpE1,R_bPMCtyVuG0N4yD7,Yes,I will probably not vote,Undecided,Undecided,"Roy Cooper, the Democrat",Democratic,43,Male,No,White,"Master's degree (e.g. MA, MS, MEd)",Did not vote,The Republican party candidate,Mecklenburg
SV_3WunfJOVGncwpE1,R_3PudZGuLoWIq7sz,Yes,I am 100% certain I will vote,Undecided,"Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,28,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Durham
SV_3WunfJOVGncwpE1,R_1P2hdIFgRvUDrFk,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,63,Female,No,White,"Bachelor's degree (e.g. BA, BS)",Did not vote,Did not vote,Cumberland
SV_3WunfJOVGncwpE1,R_3MgkzDMGAW6qIDf,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Unaffiliated,21,Male,No,White,High school degree or equivalent (e.g. GED),Did not vote,Did not vote,Cumberland
SV_3WunfJOVGncwpE1,R_3CBMRkzwrgRWzw6,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,39,Male,No,Black or African American,"Some college, no degree","Hillary Clinton, the Democrat",The Democratic party candidate,Cumberland
SV_3WunfJOVGncwpE1,R_DzZfNl7UkHymDUR,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,42,Male,No,American Indian or Alaska Native,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Union
SV_3WunfJOVGncwpE1,R_21zUmyypw29jjid,Yes,I am likely to vote,"Donald Trump, the Republican","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,27,Male,Yes,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Democratic party candidate,Camden
SV_3WunfJOVGncwpE1,R_2VvBi1CFDKBTgjb,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,28,Female,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Davie
SV_3WunfJOVGncwpE1,R_e2tQ0BPgeczfyKd,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,24,Male,No,White,"Master's degree (e.g. MA, MS, MEd)","Donald Trump, the Republican",The Republican party candidate,Columbus
SV_3WunfJOVGncwpE1,R_3dEWji3P85K0R0D,Yes,I am likely to vote,"Donald Trump, the Republican",Some other candidate,"Dan Forest, the Republican",Republican,18,,No,White,High school degree or equivalent (e.g. GED),"Donald Trump, the Republican",The Republican party candidate,Carteret
SV_3WunfJOVGncwpE1,R_3L6yZLb44EygzyW,Yes,50/50,Undecided,"Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Unaffiliated,37,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Democratic party candidate,Guilford
SV_3WunfJOVGncwpE1,R_2zGZLDsEbp8tCxm,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Other,64,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Alexander
SV_3WunfJOVGncwpE1,R_1CJyhOpGWgFlOdj,Yes,I am 100% certain I will vote,Some other candidate,Some other candidate,Some other candidate,Republican,51,Male,Yes,White,"Bachelor's degree (e.g. BA, BS)",Someone else,The Democratic party candidate,Alleghany
