survey_id,response_id,start_date,duration,lat,long,random_id,state
SV_6tbzcMgiF3B4MxD,R_1EgmvWifgHwE0Y9,16-Aug-20,00:00:45,36.07739258,-79.08799744,21296,North Carolina
SV_6tbzcMgiF3B4MxD,R_25EMjMUJ4oTXNF2,16-Aug-20,00:00:40,30.42999268,-97.83260345,44272,Texas
SV_6tbzcMgiF3B4MxD,R_1GkMC7S0ifdJRHH,16-Aug-20,00:00:39,35.46429443,-82.53359985,18968,North Carolina
SV_6tbzcMgiF3B4MxD,R_1FerTcwyDV14ZLf,16-Aug-20,00:03:59,NA,NA,27141,State Not Found
SV_6tbzcMgiF3B4MxD,R_3k5kWzDU0z0pFAk,16-Aug-20,00:07:55,NA,NA,46126,State Not Found
SV_6tbzcMgiF3B4MxD,R_325TNhVoVHfV6xO,16-Aug-20,00:03:26,NA,NA,50641,State Not Found
SV_6tbzcMgiF3B4MxD,R_3CBdS4PsgUinBbl,16-Aug-20,00:01:02,NA,NA,48830,State Not Found
SV_6tbzcMgiF3B4MxD,R_25ut4QRnbUcnWPN,16-Aug-20,00:01:07,NA,NA,93885,State Not Found
SV_6tbzcMgiF3B4MxD,R_1Ib0XS6zJYFOavb,16-Aug-20,00:01:14,36.02290344,-78.9464035,63938,North Carolina
SV_6tbzcMgiF3B4MxD,R_2Yn74LmOAZWjTY8,16-Aug-20,00:01:05,35.05969238,-79.00579834,32026,North Carolina
SV_6tbzcMgiF3B4MxD,R_31ZBC4qZqrIGci6,16-Aug-20,00:01:51,36.33309937,-78.40660095,97210,North Carolina
SV_6tbzcMgiF3B4MxD,R_247PkX52KRJ64j5,16-Aug-20,00:01:03,35.58859253,-77.14520264,18735,North Carolina
SV_6tbzcMgiF3B4MxD,R_2TY55XTgK4qLaH1,16-Aug-20,00:01:41,35.01679993,-78.32230377,61986,North Carolina
SV_6tbzcMgiF3B4MxD,R_2wB1KmyWA8YHSL0,16-Aug-20,00:01:15,36.19850159,-81.13529968,88407,North Carolina
SV_6tbzcMgiF3B4MxD,R_26kAoq5oxjfFd47,16-Aug-20,00:00:57,35.21000671,-80.85119629,57383,North Carolina
SV_6tbzcMgiF3B4MxD,R_025oj9qPdWyBCGR,16-Aug-20,00:00:49,34.98429871,-80.44819641,55364,North Carolina
SV_6tbzcMgiF3B4MxD,R_2rCMKbFhp6NPcQN,16-Aug-20,00:01:31,35.98060608,-78.84259796,60301,North Carolina
SV_6tbzcMgiF3B4MxD,R_3ltxPGH3Nanx4xV,16-Aug-20,00:01:05,35.76139832,-78.60150146,38567,North Carolina
SV_6tbzcMgiF3B4MxD,R_O42zi4PPBDt71gl,16-Aug-20,00:01:30,34.89649963,-76.88690186,75640,North Carolina
SV_6tbzcMgiF3B4MxD,R_3pmUewSgiyMO8Gi,16-Aug-20,00:01:16,35.9151001,-79.09719849,63238,North Carolina
SV_6tbzcMgiF3B4MxD,R_1Hjn6AYKRlmAhxC,16-Aug-20,00:00:44,35.86390686,-78.53500366,70577,North Carolina
SV_6tbzcMgiF3B4MxD,R_322Vhz0zQdtfaIu,16-Aug-20,00:01:06,35.12939453,-78.89820099,37210,North Carolina
SV_6tbzcMgiF3B4MxD,R_2qF7fpbaVrS2YER,16-Aug-20,00:01:12,35.9151001,-79.09719849,21767,North Carolina
SV_6tbzcMgiF3B4MxD,R_9mKzaTGRGY729CV,16-Aug-20,00:01:23,35.71780396,-78.84279633,17591,North Carolina
SV_6tbzcMgiF3B4MxD,R_2QxIzQ31YeE9PYJ,16-Aug-20,00:01:19,35.71780396,-78.84279633,70388,North Carolina
SV_6tbzcMgiF3B4MxD,R_ypPounzkksXTRh7,16-Aug-20,00:01:27,35.05969238,-79.00579834,59152,North Carolina
SV_6tbzcMgiF3B4MxD,R_2pVr7kQVIT9hQYu,16-Aug-20,00:01:04,35.47399902,-80.87290192,45011,North Carolina
SV_6tbzcMgiF3B4MxD,R_1nPWCbpPG2UczhF,16-Aug-20,00:00:48,35.59620667,-81.0338974,22751,North Carolina
SV_6tbzcMgiF3B4MxD,R_suIFWb3V82yavwB,16-Aug-20,00:01:22,37.75100708,-97.8219986,49149,State Not Found
SV_6tbzcMgiF3B4MxD,R_2pVJaW9NYVizmtu,16-Aug-20,00:01:00,37.75100708,-97.8219986,64163,State Not Found
SV_6tbzcMgiF3B4MxD,R_3G21ymZ56hHeVop,16-Aug-20,00:01:19,35.19360352,-80.68650055,79995,North Carolina
SV_6tbzcMgiF3B4MxD,R_2ffI5pGMMogwskV,16-Aug-20,00:01:35,35.8677063,-86.41739655,34424,Tennessee
SV_6tbzcMgiF3B4MxD,R_1K1JhUWFuAdNmVn,16-Aug-20,00:01:08,35.17120361,-80.79389954,87858,North Carolina
SV_6tbzcMgiF3B4MxD,R_1d0OZ4QZ4LOixLp,16-Aug-20,00:03:29,36.03579712,-79.50749969,61919,North Carolina
SV_6tbzcMgiF3B4MxD,R_2fv5DllcDLp34W5,16-Aug-20,00:01:02,35.76139832,-78.60150146,34625,North Carolina
SV_6tbzcMgiF3B4MxD,R_3GvKnt4l1RzSKD2,16-Aug-20,00:01:08,35.02209473,-80.53179932,88866,North Carolina
SV_6tbzcMgiF3B4MxD,R_3KGBoRoB4qTxJ9F,16-Aug-20,00:01:03,36.06170654,-79.82389832,51445,North Carolina
SV_6tbzcMgiF3B4MxD,R_2PbQSMlHkidWojT,16-Aug-20,00:00:54,35.59469604,-82.55449677,94551,North Carolina
SV_6tbzcMgiF3B4MxD,R_24qoZVXYjtD0I4V,16-Aug-20,00:02:06,37.75100708,-97.8219986,70612,State Not Found
SV_6tbzcMgiF3B4MxD,R_ywHrR2JLdLh4wtr,16-Aug-20,00:00:53,37.55029297,-77.39420319,53500,Virginia
